Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Pastel Garden";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wilanów > Warszawa - Wilanów, dzielnica m. st. Warszawy ul.  Rycerstwa Polskiego 4 lok. U1";"www.pastelgarden.pl";"pastelgarden4@gmail.com";"517444209";"43";"25";"2050.0 zł";;;;"19.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 08:00-18:00 ";"NIE";"Pastel Garden Stelmach Spółka Jawna";"ul.  Kłopot 4a lok. 268 01-066 Warszawa - Wola, Warszawa - Wola, dzielnica m. st. Warszawy";"5272927512";"386089469";"18225/P";"www.pastelgarden.pl";"NIE"
"Żłobek";"Żłobek Misie Tulisie Ryki";"LUBELSKIE > Powiat rycki > Ryki > Ryki, miasto ul. Karola Wojtyły 6";"http://www.misietulisie.edu.pl";"dyrektor.ryki@misietulisie.edu.pl";"576000196";"36";"15";"1200.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"POLSKA GRUPA NAUKOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"al.  Aleja ""Solidarności"" 117 lok. 207 00-140 WARSZAWA - ŚRÓDMIEŚCIE, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252889553";"520714599";"23949/P";;"NIE"
"Żłobek";"Urząd Gminy Białogard (W) (białogardzki)";"ZACHODNIOPOMORSKIE > Powiat białogardzki > Białogard > Kościernica, wieś Kościernica, wieś 28";;"oswiata@gmina-bialogard.pl";"720820940";"56";"37";"400.0 zł";"10.0 zł";;;"16.5 zł";;"Godziny pracy: ";"TAK";"Gmina Białogard (wiejska)";"ul.  Wileńska 8 78-200 Białogard, Białogard, miasto";"6721951177";"330920469";"23531/P";"http://www.gmina-bialogard.pl";"NIE"
"Żłobek";"Oddział Żłobkowy w Miejskim Przedszkolu z Oddziałami Integracyjnymi nr 3 ""Promyczek"" w Szczytnie";"WARMIŃSKO-MAZURSKIE > Powiat szczycieński > Szczytno > Szczytno Marii Konopnickiej 70";"mp3.miastoszczytno.pl";"dyrektor@zlobek.miastoszczytno.pl";"604639070";"96";"95";"564.0 zł";"10.0 zł";;;"11.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"TAK";"Gmina Miejska Szczytno";"Henryka Sienkiewicza 1 12-100 Szczytno";"7451748603";"510743410";"288/P";"miastoszczytno.pl";"NIE"
"Żłobek";"Żłobek Nr 1   WESOŁY MIŚ";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Piękna 18";"www.mzz.itl.pl";"zlobek1@mzz.resman.pl";"17 748 11 20";"153";"154";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"ŻŁOBEK Niepubliczny Children's English Centre";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul.  Siarczana 15";"www.cec.edu.pl";"zlobek@cec.edu.pl";"579165071";"20";"9";"1755.0 zł";;;;"18.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"PLATINUM INVESTMENT GROUP Iwona Stawiarska";"ul.  Siarczana 15 30-432 Kraków-Podgórze, Kraków-Podgórze, delegatura";"6842128181";"123166745";"23588/P";"www.cec.edu.pl";"NIE"
"Klub dziecięcy";"Klub Malucha Malusińscy";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wilanów > Warszawa - Wilanów, dzielnica m. st. Warszawy al.  Aleja Rzeczypospolitej 8 lok. U4";;"kontakt@malusinscy.pl";"662286884";"30";"30";"0.0 zł";;;;"18.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:30 ";"NIE";"MLJ Sp. z o.o.";"al.  Aleja Rzeczypospolitej 8 lok. U4 02-972 Warszawa - Wilanów, Warszawa - Wilanów, dzielnica m. st. Warszawy";"9512447571";"368530550";"7306/P";;"NIE"
"Żłobek";"Żłobek Nr 3 KRZYŚ";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Macieja Rataja 6 A";"www.mzz.itl.pl";"zlobek3@mzz.resman.pl";"17 748 11 24";"153";"151";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Klub dziecięcy";"Klub malucha ""Jak u Mamy2""";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Lawinowa 22";"klubmaluchajakumamy.pl";"janis26@tlen.pl";"696465637";"22";"20";"1100.0 zł";"10.0 zł";;;"12.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"PHU MAX KOMPUTER Robert Ryżowicz";;"9531388823";"092986914";"16493/P";"www.klubmaluchajakumamy.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Kacper i Przyjaciele";"WIELKOPOLSKIE > Powiat krotoszyński > Krotoszyn > Krotoszyn, miasto ul.  Rawicka 8";"www.kacperiprzyjaciele.pl";"sekretariat@kacperiprzyjaciele.pl";"504342201";"66";"58";"617.0 zł";;;;"16.0 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Natalia Strykowska-Paterek";"ul.  Rawicka 8 63-700 Krotoszyn, Krotoszyn, miasto";"6211841797";"521164050";"23591/P";"www.kacperiprzyjaciele.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Wesołe Safari ";"WIELKOPOLSKIE > Powiat krotoszyński > Krotoszyn > Krotoszyn, miasto ul.  Zdunowska 177";"www.wesolesafari.pl";"sekretariat@wesolesafari.pl";"533381366";"75";"75";"760.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Wesołe Safari Krotoszyn Sp. z o.o.";"ul.  Zdunowska 177 63-700 KROTOSZYN, Krotoszyn, miasto";"6211840266";"389209750";"23612/P";"www.wesolesafari.pl";"NIE"
"Żłobek";"Żłobek Nr 8   KAJTEK";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Kazimierza Pułaskiego 3B";"www.mzz.itl.pl";"zlobek8@mzz.resman.pl";"17 748 11 28";"132";"132";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny Lucky Baby 3 w Bydgoszczy ";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Fordońska 189";"www.lucky-baby.pl";"bydgoszcz@zlobkiprzedszkola.pl";"885979093";"123";"8";"1670.0 zł";;;"350.0 zł";;"Zniżka - ulga za kontynuacje umowy w przedszkolu zgodnie z regulaminem : 17.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Strefa Edukacji E=mc2 Sp. z o.o.";"ul.  Chełmińska 206 86-300 Grudziądz, Grudziądz, miasto";"5252579048";"147102123";"2328/P";"www.e-mc2.eu";"NIE"
"Żłobek";"Publiczny Żłobek w Rakszawie";"PODKARPACKIE > Powiat łańcucki > Rakszawa > Rakszawa, wieś Rakszawa, wieś 347A";;"publicznyzlobek@rakszawa.pl";"172258069";"24";"24";"600.0 zł";;;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Gmina Rakszawa";" 506 37-111 Rakszawa, Rakszawa, wieś";"8151632558";"690581821";"23589/P";;"NIE"
"Żłobek";"Prywatny ""Tęczowy oddział żłobkowy """;"PODKARPACKIE > Powiat przemyski > Dubiecko > Dubiecko, miasto ul.  Przemyska 8c/2";;"zofia.zwoliska1@o2.pl";"506039525";"18";;"400.0 zł";;;"10.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Zofia Zwolińska";;"7951207589";"650093870";"18224/P";"www.teczowe-przedszkole-krasiczyn.com";"NIE"
"Żłobek";"Żłobek Nr 9  PUCHATEK";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Podwisłocze 20B";"www.mzz.itl.pl";"zlobek9@mzz.resman.pl";"17 748 11 40";"153";"155";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Klub dziecięcy";"Klub Malucha ,,Mali Artyści"" Edyta Andrzejewska";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Franciszka Żwirki i Stanisława Wigury 6A";"zlobekbydgoszcz.pl";"maliartysci.bydgoszcz@o2.pl";"515997487";"25";"25";"1100.0 zł";"30.0 zł";;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Niepubliczny Żłobek Tuptuś Edyta Andrzejewska";;"6652781245";"302258408";"2883/P";"www.tuptus-konin.pl";"NIE"
"Żłobek";"Żłobek Elfiki na Bemowie";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Bemowo > Warszawa - Bemowo, dzielnica m. st. Warszawy ul.  Moździerzy 7";"elfiki.edu.pl";"arek.korzybski@gmail.com";"697170045";"39";"13";"1650.0 zł";"45.0 zł";;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - Zniżka wakacyjna: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"TAK";"CENTRUM MALUSZKA EWA KORZYBSKA";;"5691603932";"142837392";"1192/P";"http://zlobek.elfiki.edu.pl/";"NIE"
"Żłobek";"Niepubliczny Żłobek Tulii Lulii";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Śródmieście > Kraków-Śródmieście, delegatura ul.  Dobrego Pasterza 118G lok. U1";;"tuliilulii@interia.pl";"737840977";"16";"16";"1650.0 zł";;;;"18.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Niepubliczny Żłobek Tulii Lulii, M.Nowak, P.Kruczek spółka cywilna";"ul.  Młyńska 9 lok. 2 31-469 Kraków-Śródmieście, Kraków-Śródmieście, delegatura";"9452232191";"385012714";"16793/P";;"NIE"
"Klub dziecięcy";"Laboratorium Malucha";"WIELKOPOLSKIE > Powiat gnieźnieński > Witkowo > Witkowo, miasto ul.  Sportowa 15";;"maluch.witkowo@gmail.com";"609443833";"13";"12";"1050.0 zł";"40.0 zł";;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Laboratorium Językowe Izabella Błaszczyk";"ul.  Sportowa 15 62-230 Witkowo, Witkowo, miasto";"7842500184";"364766823";"23611/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Mali Odkrywcy Monika Bartkowska";"DOLNOŚLĄSKIE > Powiat wrocławski > Sobótka > Sobótka, miasto ul.  Panoramy Ślężańskiej 15";;"monika650@autograf.pl";"698563647";"15";"15";"1250.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Niepubliczny Żłobek Mali Odkrywcy Monika Bartkowska";"ul.  Panoramy Ślężańskiej 15 55-050 Sobótka, Sobótka, miasto";"8961318368";"521455326";"23610/P";;"NIE"
"Żłobek";"Żłobek Nr 10   RUMCAJS";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Stefana Starzyńskiego 19";"www.mzz.itl.pl";"zlobek10@mzz.resman.pl";"17 748 11 44";"153";"152";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Akademia Malucha";"MAŁOPOLSKIE > Powiat wielicki > Wieliczka > Wieliczka, miasto ul.  Jasna 8A";"akademiamalucha.com.pl";"gocha.kurzeja@op.pl";"513432904";"21";"22";"1200.0 zł";;;;"19.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Centrum Edukacji Artystycznej - Ognisko Muzyczne/ Małgorzata Banach";;"7343510000";"122409482";"16289/P";;"NIE"
"Żłobek";"Żłobek Nr 11   SŁONECZKO";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów al. prof. Adama Krzyżanowskiego 22";"www.mzz.itl.pl";"zlobek11@mzz.resman.pl";"17 748 11 32";"153";"156";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek Nr 12   ŻWIREK i MUCHOMOREK";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Jarosława Dąbrowskiego 73";"www.mzz.itl.pl";"zlobek12@mzz.resman.pl";"17 748 11 36";"90";"93";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek Miejski Nr 9 w Białymstoku";"PODLASKIE > Powiat Białystok > Białystok > Białystok, miasto ul. Ignacego Mościckiego 2J";;"zlobek9@um.bialystok.pl";"85 306 76 42";"152";"152";"400.0 zł";"20.0 zł";;;"7.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Miasto Białystok";"ul. Słonimska 1 15-950 Białystok";"9662117220";"050658640";"483/P";"https://www.bialystok.pl/";"NIE"
"Żłobek";"AKADEMIA SMERFA PRYWATNY ŻŁOBEK MARIA JEDRASZAK-OWCZARZAK";"WIELKOPOLSKIE > Powiat wrzesiński > Września > Września ul. Gnieźnieńska 23B";"www.akademia.smerfa.pl";"akademiasmerfa@gmail.com";"693201374";"30";"30";"1092.0 zł";;;;"12.4 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"AKADEMIA SMERFA PRYWATNY ŻŁOBEK Maria Jędraszak-Owczarzak";;"7891621692";"301764990";"2161/P";"www.akademia.smerfa.pl";"NIE"
"Żłobek";"Akademia Maluszka Słodki Bobasek";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Reformacka 4";"WWW.SLODKIBOBASEK.PL";"KONTAKT@SLODKIBOBASEK.PL";"695761799";"50";"28";"1500.0 zł";"45.0 zł";;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"NIE";"Akademia Maluszka"" Słodki Bobasek"" s.c";"ul.  Reformacka 4 35-026 Rzeszów, Rzeszów, miasto";"8133649229";"180680363";"163/P";"www.slodkibobasek.pl";"NIE"
"Żłobek";"Dwujęzyczny Żłobek Niepubliczny ""Mistrzowie Zabawy""";"PODKARPACKIE > Powiat mielecki > Mielec > Mielec, miasto ul.  Chopina 2";"mistrzowiezabawy.mielec.pl";"biuro@mistrzowiezabawy.mielec.pl";"506581688";"25";"25";"980.0 zł";;;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"""Mistrzowie Zabawy"" Jolanta Kordas";;"5632075265";"180595692";"2270/P";"www.mistrzowiezabawy.mielec.pl";"NIE"
"Żłobek";"grupa żłobkowa ORIGO";"MAŁOPOLSKIE > Powiat krakowski > Słomniki > Słomniki, miasto ul. Tadeusza Kościuszki 25";;"justynalasak@o2.pl";"502384602";"5";;"1000.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Niepubliczny Punkt Przedszkolny ORIGO";"ul. Tadeusza Kościuszki 25 32-090 SŁOMNIKI, Słomniki, miasto";"6591474105";"121289490";"23669/P";;"NIE"
"Żłobek";"Gminny Żłobek w Potęgowie";"POMORSKIE > Powiat słupski > Potęgowo > Potęgowo, wieś ul.  Darżyńska 16";;"zlobekpotegowo@potegowo.pl";"598115061";"50";"42";"430.0 zł";"63.0 zł";;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Potęgowo";"ul.  Kościuszki 5 76-230 Potęgowo, Potęgowo, wieś";"8411338704";"000550723";"23668/P";"www.bip.potegowo.pl";"NIE"
"Żłobek";"Prywatny Żłobek Zielony Motylek";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Mazowiecka 56";"WWW.ZIELONYMOTYLEK.PL";"juliaszargut@zielonymotylek.pl";"698540532";"18";"18";"1450.0 zł";;;;"14.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"Edukacja Julia Szargut";;"8133170685";"180752447";"2055/P";"www.zielonymotylek.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Paprotka""";"OPOLSKIE > Powiat Opole > Opole > Opole ul. Wieluńska 21";"zlobek-przedszkole.opole.pl";"info@zlobek-przedszkole.opole.pl";"500 309 610";"91";"46";"899.0 zł";;;"170.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Service Center s.c. Bogumiła Masłowska, Jakub Paprocki";"ul.  Wieluńska 21 45-323 Opole, Opole, miasto";"7543073099";"161534662";"289/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ""U Kubusia Puchatka""";"WARMIŃSKO-MAZURSKIE > Powiat gołdapski > Gołdap > Gołdap, miasto ul.  Wolności 4";;"e.baranowska@o2.pl";"510172733";"24";"24";"700.0 zł";;;;"13.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Centrum Edukacji Wschód Elżbieta Baranowska";;"8441139990";"790218603";"23728/P";;"NIE"
"Żłobek";"Żłobek Nr 3 w Opolu";"OPOLSKIE > Powiat Opole > Opole > Opole ul. Górna 50";"http://www.zlobek3.opole.pl/";"biuro@zlobek3.opole.pl";"774134282";"89";"89";"903.55 zł";"40.0 zł";;;"7.5 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - Opłata za pierwszy miesiąc pobytu nowoprzyjętego dziecka: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:45 ";"TAK";"Miasto Opole";"ul.  Rynek 1A 45-015 Opole, Opole, miasto";"7543009977";"531412668";"306/P";"http://www.opole.pl";"NIE"
"Żłobek";"Edu-Cedrowa";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk, miasto ul.  Cedrowa 31 lok. u3";"edu-cedrowa.pl";"kraina.edu@gmail.com";"503855116";"27";"27";"1400.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Magiczna Kraina Magdalena Chmarzyńska-Simelius";;"9570810120";"220836840";"619/P";"www.zlobek.gpnt.pl";"NIE"
"Żłobek";"Prywatny Żłobek Bajkowy Zakątek";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów Panoramiczna 1 E";"www.bajkowyzakatek.rzeszow.pl";"wcabaj@vp.pl";"693462302";"53";"25";"1100.0 zł";"20.0 zł";;;"13.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"Prywatny żłobek ""Bajkowy Zakątek"" Wioletta Cabaj";;"8181437347";"180847366";"291/P";"www.bajkowyzakatek.rzeszow.pl";"NIE"
"Żłobek";"Sunny Buddies, Dwujęzyczny Żłobek Niepubliczny";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul. prof. Władysława Konopczyńskiego 15 lok. lu2 i lu3";"www.sunnybuddies.pl";"ruczaj@sunnybuddies.pl";"733201901";"63";"29";"2555.0 zł";;;;"19.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"KB INVEST GROUP SP Z O.O.";"ul.  Czerwonego Prądnika 8 lok. u2 i u3 31-431 Kraków-Śródmieście, Kraków-Śródmieście, delegatura";"9452234675";"385760899";"18793/P";"www.sunnnybuddies.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK SZKRABUŚ - SABINA DRAMSKA";"OPOLSKIE > Powiat opolski > Tarnów Opolski > Kosorowice, wieś ul.  Opolska 53";;"zlobek.szrabus@gmail.com";"603304071";"45";"39";"1700.0 zł";"50.0 zł";;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIEPUBLICZNY ŻŁOBEK ""SZKRABUŚ"" - SABINA DRAMSKA";;"7561930332";"383059686";"14928/P";"www.zlobekszkrabus.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK ,,ENTLICZEK PENTLICZEK"" ILONA KLUCZEK, EMILIA HEJNICKA SPÓŁKA CYWILNA";"WIELKOPOLSKIE > Powiat grodziski > Grodzisk Wielkopolski > Grodzisk Wielkopolski, miasto ul.  Łyżwiarska 6";"www.zlobekentliczek.pl";"entliczekpentliczek.zlobek@gmail.com";"695037352";"32";"20";"1550.0 zł";"50.0 zł";;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Niepubliczny Żłobek ,, Entliczek Pentliczek "" Ilona Kluczek, Emilia Hejnicka Spółka Cywilna";"ul.  Łyżwiarska 6 62-065 Grodzisk Wielkopolski, Grodzisk Wielkopolski, miasto";"9950259680";"521403499";"23769/P";"www.zlobekentliczek.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Kangurek 24""";"OPOLSKIE > Powiat Opole > Opole > Opole ul. Lawendowa 18";"kangurek24.pl";"dyrekcja@kangurek24.pl";"666372424";"32";"29";"1150.0 zł";"25.0 zł";;;"15.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 22.0% Zniżka - Karta Opolska Rodzina: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Niepubliczny Żłobek ""Kangurek24"" s.c. Marzena Trojanowska, Bartosz Rezmer";"ul.  Lawendowa 18 45-470 Opole, Opole, miasto";"7543054506";"161366555";"292/P";"kangurek24.pl";"NIE"
"Żłobek";"Żłobek Maluszki";"MAŁOPOLSKIE > Powiat tarnowski > Pleśna > Pleśna, wieś Pleśna, wieś 1";;"akryca@tlen.pl";"604786767";"27";"16";;;"1000.0 zł";;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Agnieszka Kryca-Cholewa VITEA CLUB";;"9930145660";"121475092";"23788/P";;"NIE"
