Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Żłobek Misie Tulisie Wadowice";"MAŁOPOLSKIE > Powiat wadowicki > Wadowice > Wadowice, miasto ul.  Krakowska 19";"https://www.misietulisie.edu.pl";"dyrektor.wadowice@misietulisie.edu.pl";"576946117";"96";"69";"320.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"M Wadowice Sp. z o.o.";"ul.  Krakowska 19 34-100 Wadowice, Wadowice, miasto";"7011162922";"526295123";"31712/P";;"NIE"
"Żłobek";"Prywatny Żłobek ""Bajkowa Polanka"" ";"WIELKOPOLSKIE > Powiat Poznań > Poznań-Nowe Miasto > Poznań-Nowe Miasto, delegatura ul.  Polanka 16";;"zlobek@bajkowapolanka.pl";"694419016";"49";"43";"1600.0 zł";;;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Bajkowa Polanka sp. z o.o.";"ul.  Polanka 16 61-131 Poznań-Nowe Miasto, Poznań-Nowe Miasto, delegatura";"7822918466";"524216020";"26907/P";;"NIE"
"Żłobek";"Żłobek Miejski w Zawierciu";"ŚLĄSKIE > Powiat zawierciański > Zawiercie > Zawiercie, miasto ul.  Marszałkowska 28c";;"zlobekzawiercie@zawiercie.eu";"326722234";"176";"175";"400.0 zł";"30.0 zł";;;"7.0 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 75.0% Zniżka - w przypadku gdy rodzice otrzymują na to dziecko Rodzinny Kapitał Opiekuńczy: 60.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 05:30-16:00 ";"NIE";"Gmina Zawiercie";"ul.  Leśna 2 42-400 ZAWIERCIE, Zawiercie, miasto";"6492286197";"276258871";"447/P";"www.zawiercie.eu/kategorie/urzad_miejski";"NIE"
"Żłobek";"Niepubliczny Żłobek ""PEPA""";"ŚLĄSKIE > Powiat pszczyński > Pawłowice > Pawłowice ul. Pukowca 4";"http://zlobek-pepa.pl/";"zlobek-pepa@wp.pl";"533572746";"60";"59";"1000.0 zł";;;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Alvic investment s.c. Monika Mamak, Karol Mamak";"ul.  Libowiec 31 lok. a 44-337 Jastrzębie-Zdrój, Jastrzębie-Zdrój, miasto";"6332169206";"240839426";"3069/P";;"NIE"
"Klub dziecięcy";"AGUGU KLUB MALUCHA SPÓLKA CYWILNA";"WARMIŃSKO-MAZURSKIE > Powiat elbląski > Pasłęk > Pasłęk, miasto ul. 3 Maja 16";;"akarulewska@wp.pl";"791202414";"12";"12";"900.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"AGUGU KLUB MALUCHA ALICJA KARULEWSKA WSPÓLNIK SPÓŁKI CYWILNEJ";;"5783143349";"386909754";"16649/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ""Wyspa Marzeń""";"ŚLĄSKIE > Powiat Sosnowiec > Sosnowiec > Sosnowiec, miasto ul. ks. Jerzego Popiełuszki 36";;"centrum.edukacji@onet.pl";"665269605";"59";"23";"1560.0 zł";;;;"18.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Centrum Edukacyjno-Rozwojowe Dagmara ochęduszko-Brzezina Spółka Jawna";"ul. ks. Jerzego Popiełuszki 36 41-219 Sosnowiec, Sosnowiec, miasto";"6443572543";"524499442";"28008/P";"ks. J.Popiełuszki, 36";"NIE"
"Żłobek";"Niepubliczny Żłobek przy Centrum Edukacji i Rozwoju""PROMYCZEK""";"ŚLĄSKIE > Powiat Sosnowiec > Sosnowiec > Sosnowiec Jagiellońska 1B";"www.sosnowiec-zlobek.pl";"promyczek@sosnowiec-zlobek.pl";"797834109";"28";"3";"1600.0 zł";"36.0 zł";;;"17.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Samotne wychowanie dziecka: 50.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - nie stosuje się: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ";"TAK";"Niepubliczny Żłobek Promyczek przy Centrum Edukacji i Rozwoju";;"6331419635";"276098924";"3343/P";"www.sosnowiec-zlobek.pl";"NIE"
"Klub dziecięcy";"Balonikowy Klub Dziecięcy";"MAŁOPOLSKIE > Powiat suski > Jordanów > Jordanów, miasto ul.  Mickiewicza 8";"anna.suwada11@gmail.com";"anna.suwada11@gmail.com";"667296383";"29";"13";"850.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Przedszkole Niepubliczne Balonik";"ul.  Mickiewicza 8 34-240 JORDANÓW, Jordanów, miasto";"5521574775";"122710833";"28348/P";"Mickiewicza 8";"NIE"
"Żłobek";"Żłobek nr 7 Berek";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk ul. Pocztowa 1";"www.zlobki.gda.pl";"berek@zlobki.gda.pl";"(58) 301 11 06";"96";"94";"894.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - Dziecko na które pobierany jest zasiłek rodzinny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"Gmina Miasta Gdańska";"ul.  Nowe Ogrody 8 lok. 12 80-803 Gdańsk, Gdańsk, miasto";"5830011969";"190559151";"557/P";"www.gdansk.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Mini College";"ŚWIĘTOKRZYSKIE > Powiat Kielce > Kielce > Kielce, miasto ul.  Jurajska 1D lok. U18";"www.minicollege.pl";"przedszkole.jurajska@minicollege.pl";"535 006 170";"38";"12";"1520.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do żłobka.: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Fundacja Mini College";"ul.  Duża 21 25-305 Kielce, Kielce, miasto";"6572946460";"383985418";"16429/P";"www.minicollege.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Malowany Domek";"MAZOWIECKIE > Powiat wołomiński > Zielonka > Zielonka, miasto ul.  Mazurska 11a";"www.malowanydomek.eu";"malowany.domek@interia.pl";"502893111";"16";"10";"1000.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ";"NIE";"Elżbieta Dąbkowska";;"1250339409";;"28470/P";"www.malowanydomek.eu";"NIE"
"Klub dziecięcy";"Klub dziecięcy ""Kolorowy Zakątek""";"LUBUSKIE > Powiat międzyrzecki > Trzciel > Lutol Suchy, wieś Lutol Suchy, wieś 73";;"paulinajakimczuk@op.pl";"797437915";"15";"9";"650.0 zł";;;;"12.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 7.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-15:30 ";"NIE";"Klub Dziecięcy ""Kolorowy Zakątek"" Paulina Jakimczuk";;"5961759556";"381152772";"15171/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Tęczowe Chmurki";"LUBELSKIE > Powiat Lublin > Lublin > Lublin, miasto ul.  Przytulna 6A lok. 1";;"zlobekteczowechmurki@gmail.com";"510350190";"26";"24";"1560.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Tęczowe Chmurki Żłobek & Przedszkole Sylwia Lenart Kostruba i Wojciech Kostruba S.C.";"ul. Matki Teresy z Kalkuty 18 lok. 3 20-538 Lublin, Lublin, miasto";"7123449008";"524312870";"28230/P";;"NIE"
"Żłobek";"Żłobek Królestwo Malucha";"ŚLĄSKIE > Powiat Częstochowa > Częstochowa > Częstochowa, miasto ul.  Warszawska 416A";;"krolestwo.przedszkolaka@gmail.com";"574310818";"50";"41";"1590.0 zł";;;;"17.0 zł";"Zniżka - Zniżka w wysokości 10% na drugie dziecko uczęszczające do żłobka : 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Królestwo Przedszkolaka Anna Gładysz";;"9492123396";"367697169";"28752/P";"Makuszyńskiego 140";"NIE"
"Żłobek";"Oddział żłobka Mini Odkrywcy w Mesznej ul. Szczyrkowska 209";"ŚLĄSKIE > Powiat bielski > Wilkowice > Meszna, wieś ul.  Szczyrkowska 209";"http://przedszkolemeszna.pl/";"sekretariat@przedszkolemeszna.pl";"338231818";"37";"24";"1350.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Zespół Placówek Niepublicznych Ewelina Seweryn, Dorota Pielesz s.c.";"ul.  Handlowa 17 43-360 Wilkowice, Meszna, wieś";"9372672982";"360252412";"2431/P";"zlobekmeszna.pl";"NIE"
"Żłobek";"Żłobek Miejski w Imielinie";"ŚLĄSKIE > Powiat bieruńsko-lędziński > Imielin > Imielin, miasto ul. Świętego Brata Alberta 53A";;"sekretariat@zlobek.imielin.pl";"32 708 00 88";"120";"84";"1300.0 zł";"40.0 zł";;;"14.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 13.0% Zniżka - Dziecko zamieszkujące na terenie Miasta Imielin: 40.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"Gmina Imielin";"ul.  Imielińska 81 41-407 Imielin, Imielin, miasto";"2220041485";"276258262";"26025/P";"www.imielin.pl";"NIE"
"Żłobek";"Żłobek ""Niebiańska Kraina""";"ŚLĄSKIE > Powiat cieszyński > Cieszyn > Cieszyn, miasto pl.  Dominikański 3";"zlobekcieszyn.diecezjabielsko.pl";"jansarkander@wp.pl";"506204722";"38";"24";"1560.0 zł";;;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 05:30-16:30 ";"TAK";"Stowarzyszenie ""Dziedzictwo św. Jana Sarkandra""";"pl.  Dominikański 2 43-400 Cieszyn, Cieszyn, miasto";"5480019863";"070443272";"28777/P";;"NIE"
"Klub dziecięcy";"Samorządowy Klub Malucha w Gorzkowicach";"ŁÓDZKIE > Powiat piotrkowski > Gorzkowice > Gorzkowice, wieś ul.  Kwiatowa 7A";;"sk@gorzkowice.pl";"44 6818124";"12";"12";"0.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Gmina Gorzkowice";"ul.  Szkolna 3 97-350 Gorzkowice, Gorzkowice, wieś";"7711087832";"590647871";"18295/P";"gorzkowice.pl";"NIE"
"Klub dziecięcy";"Niepubliczny Klub Dziecięcy ""Wróbelek Elemelek""";"KUJAWSKO-POMORSKIE > Powiat sępoleński > Kamień Krajeński > Płocicz, wieś Płocicz, wieś 11";;"klub.wrobelek.elemelek@wp.pl";"661618257";"23";"8";"1100.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Niepubliczny Klub Dziecięcy ""Wróbelek Elemelek"" GIZELA MECH";" 11 89-430 KAMIEŃ KRAJEŃSKI, Płocicz, wieś";"5611591665";"526011440";"28764/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Malinowy Domek";"ŚLĄSKIE > Powiat Sosnowiec > Sosnowiec > Sosnowiec, miasto ul.  Aleja Wolności 22";;"biuro@slimfinance.pl";"603427753";"25";"21";"1500.0 zł";;;;"16.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"WWM GROUP WIOLETA MIKOŁAJCZYK";;"5532491550";"366350877";"28791/P";;"NIE"
"Klub dziecięcy";"Klub Malucha w Wiązowie";"DOLNOŚLĄSKIE > Powiat strzeliński > Wiązów > Wiązów, miasto ul.  Pocztowa 4";"www.klubmaluchawiazow.pl";"kierownik@klubmaluchawiazow.pl";"600472844";"30";"30";"1487.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Gmina Wiązów";"pl.  Wolności 37 57-120 Wiązów, Wiązów, miasto";"9141224485";"931934970";"27381/P";"www.wiazow.pl";"NIE"
"Żłobek";"Żłobek Miejski ""Reksio""";"ŚLĄSKIE > Powiat Częstochowa > Częstochowa > Częstochowa al. Aleja Armii Krajowej 66a";"www.zlobek.ids.czest.pl";"sekretariat@zlobek.ids.czest.pl";"34/3252126";"111";"107";"721.14 zł";"20.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"Gmina Czestochowa";"ul.  Śląska 11 lok. 13 42-217 Częstochowa, Częstochowa, miasto";"5732745883";"151399002";"1876/P";"www.czestochowa.pl";"NIE"
"Żłobek";"Elfiki z Baśniowej Krainy";"ŚLĄSKIE > Powiat Bielsko-Biała > Bielsko-Biała > Bielsko-Biała, miasto ul.  Laskowa 18a";"www.wbaniowejkrainie.pl";"ewa_wroblewska@poczta.onet.pl";"697116988";"30";"25";"1220.0 zł";;;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 24.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Elfiki z Baśniowej Krainy  Ewa Wróblewska";;"7491593319";"242611615";"367/P";"www.wbasniowejkrainie.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Dobra Wróżka filia Okrężna";"LUBUSKIE > Powiat zielonogórski > Sulechów > Sulechów, miasto ul.  Okrężna 6";;"dyrektor@przedszkole-sulechow.pl";"512380616";"28";"22";"800.0 zł";;;;"19.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Przedsiębiorstwo Wielobranżowe Agnieszka Brodzikowska";;"9271236794";"970392724";"16029/P";;"NIE"
"Żłobek";"Prywatny Żłobek Bajkowa Polanka 2w1 Sportowcy";"WIELKOPOLSKIE > Powiat wrzesiński > Września > Września, miasto ul. Ignacego Paderewskiego 54B";;"sport@bajkowapolanka.pl";"539987939";"64";"40";"1560.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Bajkowa Polanka sp. z o.o.";"ul.  Polanka 16 61-131 Poznań-Nowe Miasto, Poznań-Nowe Miasto, delegatura";"7822918466";"524216020";"26907/P";;"NIE"
"Klub dziecięcy";"Klub dziecięcy Do-Re-Mi";"POMORSKIE > Powiat Słupsk > Słupsk > Słupsk, miasto ul.  Dąbrówki 3 lok. D";"www.przedszkoledoremi.com.pl";"przedszkoledoremi@wp.pl";"728484693";"25";"25";"724.0 zł";;;;"14.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Przedszkole Muzyczne ""Do-Re-Mi""";"ul.  Wiejska 8 76-200 Słupsk, Słupsk, miasto";"8392777229";"771504545";"20871/P";"www.przedszkoledoremi.com.pl";"NIE"
"Żłobek";"Żłobek Miejski w Ustce";"POMORSKIE > Powiat słupski > Ustka > Ustka Marynarki Polskiej 83";"www.ustka.pl         zakładka jednostki podległe";"dyrektor@zlobek.ustka.pl";"(59)8144 995";"111";"103";"678.72 zł";"10.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: ";"TAK";"Gmina Miasto Ustka";"ul. Ks. Kardynała Stefana Wyszyńskiego 3 76-270 Ustka, Ustka, miasto";"8390023621";"770979789";"600/P";"http://www.ustka.pl/";"NIE"
"Klub dziecięcy";"KLUB DZIECIĘCY W NOWYCH PIEKUTACH";"PODLASKIE > Powiat wysokomazowiecki > Nowe Piekuty > Nowe Piekuty, wieś ul.  Główna 3";"www.nowepiekuty.pl";"klubdzieciecy@nowepiekuty.pl";"888973115";"25";"16";"600.0 zł";;;;"11.8 zł";;"Godziny pracy: ";"TAK";"Gmina Nowe Piekuty";"ul.  Główna 8 18-212 Nowe Piekuty, Nowe Piekuty, wieś";"7221589845";"450670210";"25965/P";"www.nowepiekuty.pl";"NIE"
"Klub dziecięcy";"KLUB DZIECIĘCY W JABŁONI KOŚCIELNEJ";"PODLASKIE > Powiat wysokomazowiecki > Nowe Piekuty > Jabłoń Kościelna, wieś ul.  Mazowiecka 1";"www.nowepiekuty.pl";" klubdzieciecy.jk@nowepiekuty.pl";"888973122";"25";"16";"600.0 zł";;;;"11.8 zł";;"Godziny pracy: ";"TAK";"Gmina Nowe Piekuty";"ul.  Główna 8 18-212 Nowe Piekuty, Nowe Piekuty, wieś";"7221589845";"450670210";"25965/P";"www.nowepiekuty.pl";"NIE"
"Żłobek";"Gminny Żłobek im. Misia Uszatka w Grabicy";"ŁÓDZKIE > Powiat piotrkowski > Grabica > Grabica, wieś Grabica, wieś 55A";;"zlobek@grabica.pl";"602249111";"24";"21";"500.0 zł";"30.0 zł";;;"13.8 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Grabica";" 66 97-306 Grabica, Grabica, wieś";"7711733841";"590647865";"26649/P";"gminagrabica.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK ""PISKLĘTA"" Ursynów";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Taneczna 30";;"zlobekursynow@gmail.com";"575 335 295";"115";"110";"0.0 zł";;;"22.69 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Pisklęta Ursynów Sp. z o.o.";"ul.  Taneczna 30 02-829 WARSZAWA - URSYNÓW, Warszawa - Ursynów, dzielnica m. st. Warszawy";"9512572336";"525756326";"29215/P";;"NIE"
"Klub dziecięcy";"Akademia Kropki";"MAŁOPOLSKIE > Powiat myślenicki > Myślenice > Myślenice, miasto ul. Dyrektora Stanisława Pardyaka 12 lok. 3";;"klubdzieciecy.myslenice@interia.pl";"570405240";"20";"19";"1300.0 zł";;;;"18.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Michał Hodurek";;"6811907406";"122497411";"29298/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ""Bajkowy Zakątek"" Sylwia Wincenciak";"MAŁOPOLSKIE > Powiat myślenicki > Myślenice > Myślenice, miasto ul.  Kazimierza Wielkiego 239";"https://zlobekbajkowyzakatek.pl";"1bajkowyzakatek@gmail.com";"726852520";"18";"16";"1300.0 zł";"40.0 zł";;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"TAK";"Niepubliczny Żłobek ""Bajkowy Zakątek"" Sylwia Wincenciak";"ul.  Kazimierza Wielkiego 239 32-400 MYŚLENICE, Myślenice, miasto";"6811005632";"121276671";"29299/P";"https://zlobekbajkowyzakatek.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek i Przedszkole ,,Leśne Ludki"" Magdalena Świniarska";"MAŁOPOLSKIE > Powiat Tarnów > Tarnów > Tarnów, miasto ul. Edwarda Rydza-Śmigłego 5";"https://lesne-ludki.pl/";"biuro@lesne-ludki.pl";"508534433";"45";"32";"1560.0 zł";;;;"19.0 zł";"Zniżka - Ministerstwa Rodziny i Polityki Społecznej oraz programu Maluch plus 2022-2029 : 80.0% ";"Godziny pracy: Poniedziałek, Piątek 6:30-17:00 ";"TAK";"Niepubliczny Żłobek i Przedszkole ,,Leśne Ludki"" Magdalena Świniarska";"ul. Edwarda Rydza-Śmigłego 5 33-100 TARNÓW, Tarnów, miasto";"9930467702";"525791222";"29353/P";;"NIE"
"Klub dziecięcy";"KLUBIK DZIECIĘCY LEŚNE SKRZATY";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk, miasto ul.  Owczarnia 67 lok. 1";"LESNESKRZATY.EU";"lesneskrzaty1@op.pl";"451079166";"18";"17";"675.0 zł";"50.0 zł";;;"19.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:40-17:00 ";"NIE";"BEATA RETZLAFF KLUBIK DZIECIĘCY LEŚNE SKRZATY";"ul.  Owczarnia 67 lok. 1 80-299 Gdańsk, Gdańsk, miasto";"5842441291";"524246327";"29375/P";"LESNESKRZATY.EU";"NIE"
"Żłobek";"Gminny Żłobek w Chełmie Śląskim";"ŚLĄSKIE > Powiat bieruńsko-lędziński > Chełm Śląski > Chełm Śląski, wieś ul.  Techników 18A";;"biuro@zlobek.chelmsl.pl";"323086472";"54";"30";"1100.0 zł";"50.0 zł";;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dziecko zamieszkujące na terenie Gminy Chełm Śląski: 54.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"Gmina Chełm Śląski";"ul. Stanisława Konarskiego 2 41-403 CHEŁM ŚLĄSKI, Chełm Śląski, wieś";"6462870230";"272593348";"25936/P";;"NIE"
"Żłobek";"Żłobek „Bajkowy świat” Paulina Roicka";"MAZOWIECKIE > Powiat wyszkowski > Wyszków > Wyszków, miasto ul.  Lipowa 7";;"zlobek.bajkowyswiat@interia.pl";"880475847";"42";"21";"1400.0 zł";;;;"18.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Żłobek „Bajkowy świat” Paulina Roicka";;"7621927458";"526585750";"29432/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek im. Św. S. Faustyny ""SERDUSZKO""";"ŚWIĘTOKRZYSKIE > Powiat Kielce > Kielce > Kielce, miasto ul. Księcia Mieszka I 48";"milosierdziekielce.pl";"jurekostrow@onet.pl";"505433015";"25";"16";"1000.0 zł";;;;"16.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-17:00 ";"NIE";"RZYMSKOKATOLICKA PARAFIA MIŁOSIERDZIA BOŻEGO";"ul. Księcia Mieszka I 48 25-624 KIELCE, Kielce, miasto";"9591395548";"040048665";"29476/P";"milosierdziekielce.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK TOMEK I PRZYJACIELE";"ŚLĄSKIE > Powiat Dąbrowa Górnicza > Dąbrowa Górnicza > Dąbrowa Górnicza, miasto ul.  Graniczna 34B lok. U1";;"v.solarska@op.pl";"500156700";"100";"13";"1300.0 zł";;;;"20.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"VIOLETTA SOLARSKA-GAD";;"6291599268";"243333288";"29492/P";;"NIE"
"Żłobek";"Gminny Żłobek w Janowie";"ŚLĄSKIE > Powiat częstochowski > Janów > Janów ul. Szkolna 2";;"zlobek@janow.pl";"506353223 ";"16";"16";"500.0 zł";"50.0 zł";;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Janów";"ul.  Częstochowska 1 42-253 Janów, Janów, wieś";"9492192090";"151397948";"26275/P";"https://www.janow.pl";"NIE"
"Żłobek";"Żłobek Gminny w Bełżycach";"LUBELSKIE > Powiat lubelski > Bełżyce > Bełżyce ul. Bychawska 15A";"https://zlobekbelzyce.szkolnastrona.pl/";"zlobek@belzyce.pl";"459-591-113";"64";"43";"650.0 zł";"50.0 zł";;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Bełżyce";"ul.  Lubelska 3 24-200 Bełżyce, miasto";"7132984379";"431020084";"26338/P";"https://belzyce.pl/";"NIE"
"Żłobek";"Żłobek Kreatywka ";"ŚLĄSKIE > Powiat Katowice > Katowice > Katowice, miasto ul.  Książęca 22 lok. LU1";;"biurokreatywka@gmail.com";"501639915";"24";"10";"1850.0 zł";;;;"18.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Kreatywka Centrum Rozwoju Dziecka sp. z o.o.";"ul.  Szlak 77 lok. 222 31-153 KRAKÓW-ŚRÓDMIEŚCIE, Kraków-Śródmieście, delegatura";"6762639028";"524776249";"29573/P";;"NIE"
"Klub dziecięcy";"Klub Malucha Stacyjkowo1 Magda Kutka";"KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Glinki 144";;"kontakt@stacyjkowo.bydgoszcz.pl";"730567107";"25";"20";"1560.0 zł";;;;"16.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 3.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"KLUB MALUCHA STACYJKOWO MAGDA KUTKA";"ul.  Glinki 144 85-861 Bydgoszcz, Bydgoszcz, miasto";"5581801223";"386210110";"18315/P";"WWW.STACYJKOWO.BYDGOSZCZ.PL";"NIE"
